Title,Year,Rating,Genre,Director,Writer,Language,Country
Release,2013,TV-14,Drama,Hannah Faith Rader,Dustin Street ,English,USA
Relevance,2013,TV-14,Action,Jonathan Nolan,Jonathan Nolan ,"English, German, Arabic",USA
Remember Sunday,2013,TV-PG,Drama,Jeff Bleckner,Michael Kase ,English,USA
Remember the Monsters?,2013,TV-MA,Crime,Steve Shill,James Manos Jr. ,English,USA
Remember the Titans,2013,TV-14,Drama,Steve Boyum,Eric Kripke ,English,USA
Repairs,2013,TV-PG,Action,Bill Gierhart,Stan Lee ,English,USA
Repentance,2013,R,Horror,Philippe Caland,Shintaro Shimosawa ,English,USA
Resignation,2013,TV-MA,Crime,Alik Sakharov,Terence Winter ,English,USA
Restoration,2013,TV-14,Crime,Felix Enriquez Alcala,Jeff Davis ,English,USA
Resurgence,2013,TV-PG,Drama,John Scott,Mike Kelley ,English,USA
Resurrection,2013,TV-14,Crime,Eric A. Pot,Shane Brennan ,"English, Spanish",USA
Retribution,2013,TV-PG,Drama,Helen Hunt,Mike Kelley ,English,USA
Return to Nuke 'Em High Volume 1,2013,Not Rated,Comedy,Lloyd Kaufman,Travis Campbell,English,USA
Reunion,2013,TV-14,Action,Jon Cassar,Craig Silverstein ,"English, French",USA
Reunion 108,2013,R,Comedy,James Suttles,Billy Sample,English,USA
Revelation Trail,2013,R,Drama,John P. Gibson,Blake Armstrong ,English,USA
Revenge,2013,TV-14,Action,James Whitmore Jr.,Donald P. Bellisario ,English,USA
Revenge Play,2013,TV-MA,Comedy,Mike White,Mike White,English,USA
Rewind This!,2013,Not Rated,Documentary,Josh Johnson,N/A,"English, Japanese, Spanish",USA
"Reznikov, N.",2013,TV-PG,Crime,Tony Wharmby,Shane Brennan ,English,USA
Richard The Lionheart,2013,R,Action,Stefano Milla,Gero Giglio,English,"USA, Italy"
Richard The Lionheart,2013,R,Action,Stefano Milla,Gero Giglio,English,"USA, Italy"
Riddle,2013,PG-13,Mystery,John O. Hartman,Brian Hartman ,English,USA
Ring and a Miss,2013,TV-14,Comedy,Todd Holland,Scott Silveri ,English,USA
Ring the Bell,2013,PG,Drama,Thomas Weber,Mark Miller,English,USA
Ring Up!,2013,TV-14,Comedy,Pamela Fryman,Carter Bays ,English,USA
Rise of the Dinosaurs,2013,R,Action,Anthony Fankhauser,Rafael Jordan,English,USA
Ritual,2013,R,Horror,Mickey Keating,Mickey Keating,English,USA
Road Trip,2013,TV-14,Action,Fred Toye,Nicholas Pileggi ,English,USA
Road Trip,2013,TV-MA,Crime,Jeremy Podeswa,Brett Johnson,English,USA
Road Trips,2013,Not Rated,Short,John Karsko,John Karsko,N/A,USA
Robosapien: Rebooted,2013,PG,Adventure,Sean McNamara,Avi Arad ,English,USA
Rock and a Hard Place,2013,TV-MA,Comedy,David Von Ancken,Tom Kapinos ,English,USA
Rock and a Hard Place,2013,TV-14,Drama,John MacCarthy,Eric Kripke ,English,USA
Rocktards,2013,TV-MA,Short,Sean Patrick Burke,Jake Friedkin,English,USA
Role Models,2013,TV-14,Drama,Matthew Penn,Nicholas Wootton ,English,USA
Rom-Com Tom,2013,Not Rated,Short,Mike Ladue,Mike Ladue,English,USA
Rom-Com Tom,2013,Not Rated,Short,Mike Ladue,Mike Ladue,English,USA
Romeo Killer: The Chris Porco Story,2013,TV-14,Biography,Norma Bailey,Edithe Swensen,English,"USA, Canada"
Romeward Bound,2013,TV-14,Comedy,Pamela Fryman,Carter Bays ,"English, Italian",USA
Root Bound,2013,Not Rated,Short,Rebecca Cook,Mary Jane Honegger,English,USA
Rosie's Diner,2013,Not Rated,Short,Wes Williams II,Ralph Celestin,English,USA
Rosie's Diner,2013,Not Rated,Short,Wes Williams II,Ralph Celestin,English,USA
Route 66,2013,TV-14,Crime,Douglas Aarniokoski,Jeff Davis ,English,USA
Run,2013,Not Rated,Short,Josh Jones,Ben Hagy,English,USA
Run,2013,Not Rated,Short,Josh Mruz,Samirah Abu-Nasser ,English,USA
"Run, Steven Staven! Run!",2013,TV-14,Comedy,James Widdoes,Chuck Lorre ,English,USA
Runaway,2013,TV-14,Drama,Matthew Hastings,D. Brent Mote ,English,USA
Runner Runner,2013,R,Crime,Brad Furman,Brian Koppelman,"English, Spanish",USA
Runnin' with the Devil,2013,TV-14,Crime,Christopher Misiano,Robert King ,English,USA
Rushlights,2013,R,Crime,Antoni Stutz,Antoni Stutz,English,USA
Rushlights,2013,R,Crime,Antoni Stutz,Antoni Stutz,English,USA
Sabotage,2013,TV-PG,Drama,John Scott,Mike Kelley ,English,USA
Sacrifice,2013,TV-14,Action,David Barrett,Greg Berlanti ,English,USA
Sacrifice,2013,TV-PG,Drama,Stefan Schwartz,Mike Kelley ,English,USA
Sacrifice,2013,TV-PG,Drama,Stefan Schwartz,Mike Kelley ,English,USA
Sacrilege,2013,Not Rated,Short,Clement Gallet,N/A,English,USA
Safe Haven,2013,PG-13,Drama,Lasse Hallstrom,Dana Stevens ,"English, Portuguese",USA
Salinger,2013,PG-13,Documentary,Shane Salerno,N/A,English,USA
Sal's Pizza,2013,TV-14,Comedy,Craig Zisk,Daniel J. Goor ,English,USA
Salvation,2013,TV-14,Action,Nick Copus,Greg Berlanti ,English,USA
Same Exactly,2013,TV-MA,Crime,Michael Apted,Ann Biderman,English,USA
Sanatorium,2013,R,Thriller,Brant Sersen,Brant Sersen,English,USA
Sanctuary,2013,TV-14,Adventure,Liz Friedlander,Roberto Orci ,English,USA
Sandwich,2013,Not Rated,Short,Keith Voigt Jr.,Keith Voigt Jr.,English,USA
Santa Fe,2013,TV-14,Comedy,B.J. Novak,Mindy Kaling ,English,USA
Sarah Silverman: We Are Miracles,2013,TV-MA,Comedy,Liam Lynch,Sarah Silverman,English,USA
Savannah,2013,PG-13,Drama,Annette Haywood-Carter,Ken Carter,English,USA
Save Henry,2013,TV-PG,Adventure,Andy Goddard,Edward Kitsis ,English,USA
Saving Mr. Banks,2013,PG-13,Biography,John Lee Hancock,Kelly Marcel,English,"USA, UK, Australia"
Saving Santa,2013,Not Rated,Animation,Leon Joosen,Tony Nottage ,"English, Mongolian","UK, USA, Mongolia"
Savoureux,2013,TV-14,Crime,David Slade,Bryan Fuller ,English,USA
Sawtooth Massacre,2013,Not Rated,Short,David Royal,Andrew Peters,English,USA
Scandal Royale,2013,TV-14,Comedy,David Warren,Rob Thomas ,English,USA
Scapegoat,2013,TV-14,Drama,Jamie Babbit,Nicholas Wootton ,English,USA
Scar Tissue,2013,TV-MA,Crime,Stefan Schwartz,James Manos Jr. ,English,USA
Scared to Death,2013,TV-PG,Comedy,Ron Underwood,Andrew W. Marlowe ,English,USA
Scarlet Samurai: Incarnation,2013,R,Action,Tara Cardinal,Tara Cardinal,English,"USA, Canada"
Scary Movie 5,2013,PG-13,Comedy,Malcolm D. Lee,David Zucker,"English, Spanish, Latin",USA
Scatter My Ashes at Bergdorf's,2013,PG-13,Documentary,Matthew Miele,Matthew Miele,English,USA
Scenic Route,2013,R,Drama,Kevin Goetz,Kyle Killen,English,USA
Scent of Deception,2013,TV-14,Reality-TV,Anthony Mastanduno,Richard Dominick ,English,USA
Scorned,2013,R,Thriller,Mark Jones,Mark Jones,English,USA
Scribbles: The Gag Reel,2013,TV-14,Comedy,Jeffrey Quinn,N/A,English,USA
Sea Tunt: Part 2,2013,TV-MA,Animation,Bryan Fordney,Adam Reed ,English,USA
Seal Our Fate,2013,TV-14,Drama,Rob Corn,Shonda Rhimes ,English,USA
Searching,2013,Not Rated,Short,Victoria Mahoney,N/A,English,USA
Seasons of Gray,2013,PG-13,Drama,Paul Stehlik Jr.,Sarah Stehlik,English,USA
Second Sons,2013,TV-MA,Adventure,Michelle MacLaren,George R.R. Martin ,English,USA
Second Star to the Right,2013,TV-PG,Adventure,Ralph Hemecker,Edward Kitsis ,English,USA
Secrecy,2013,TV-PG,Drama,Colin Bucksey,Mike Kelley ,English,USA
Secret Agent,2013,Not Rated,Short,Sebastian Siegel,Sebastian Siegel,English,USA
Secrets Exhumed,2013,TV-14,Crime,Laura Belsey,Dick Wolf ,English,USA
Seduced and Abandoned,2013,Not Rated,Documentary,James Toback,James Toback,English,USA
Seduced and Abandoned,2013,Not Rated,Documentary,James Toback,James Toback,English,USA
SEE: An Art Road Trip,2013,PG,Documentary,Glenn Holsten,Bo Bartlett,English,USA
Seedless,2013,Not Rated,Short,James Thayer,Joel Wilson,English,USA
Seeing Red,2013,TV-PG,Drama,Rick Bota,Sherri Cooper-Landsman ,English,USA
Seek,2013,TV-14,Action,Michael Weatherly,Donald P. Bellisario ,English,USA
Self Storage,2013,R,Horror,Tom DeNucci,Tom DeNucci,English,USA
"Selfless, Brave and True",2013,TV-PG,Adventure,Ralph Hemecker,Edward Kitsis ,English,USA
Separate Paths,2013,TV-MA,Action,T.J. Scott,Brent Fletcher,English,USA
September Fools,2013,TV-PG,Comedy,Chris Koch,Dan Fogelman ,English,USA
Serena the Sexplorer,2013,TV-MA,Sci-Fi,Steve Goldenberg,Bruno Kennedy,English,USA
Serial Nightmares,2013,Not Rated,Horror,Matthew Brooks,Matthew Brooks,English,USA
Servant to Two Masters,2013,TV-14,Drama,Brian Kelly,Cole Haddon ,English,USA
Servant to Two Masters,2013,TV-14,Drama,Brian Kelly,Cole Haddon ,English,USA
Seth in Charge,2013,TV-14,Reality-TV,Anthony Mastanduno,Richard Dominick ,English,USA
Seth Snaps,2013,TV-14,Reality-TV,Anthony Mastanduno,Richard Dominick ,English,USA
Seth Snaps,2013,TV-14,Reality-TV,Anthony Mastanduno,Richard Dominick ,English,USA
Seth's Return,2013,TV-14,Reality-TV,Anthony Mastanduno,Richard Dominick ,English,USA
Seth's Secret,2013,TV-14,Reality-TV,Anthony Mastanduno,Richard Dominick ,English,USA
Set-Up,2013,TV-14,Action,Marc David Alpert,Craig Silverstein ,English,USA
Sexy Evil Genius,2013,R,Comedy,Shawn Piller,Scott Lew ,English,USA
Sexy Evil Genius,2013,R,Comedy,Shawn Piller,Scott Lew ,English,USA
Sexy Wives Sinsations,2013,TV-MA,Comedy,Jim Wynorski,Jim Wynorski,English,USA
Shabbat Shalom,2013,TV-14,Action,Dennis Smith,Donald P. Bellisario ,English,USA
Shadow People,2013,PG-13,Thriller,Matthew Arnold,Matthew Arnold,English,USA
Shaquille O'Neal Presents: All Star Comedy Jam - Live from Atlanta,2013,TV-MA,Comedy,Leslie Small,N/A,English,USA
Share My Kingdom,2013,Not rated,Documentary,John Grod,John Grod ,English,USA
Sharknado,2013,TV-14,Horror,Anthony C. Ferrante,Thunder Levin,English,USA
Sheltered,2013,TV-14,Crime,Louis Shaw Milito,Anthony E. Zuiker ,English,USA
She's Come Undone,2013,TV-14,Drama,Darnell Martin,Kevin Williamson ,English,USA
She's Killing Me,2013,TV-14,Drama,Nicole Cummins,Shonda Rhimes ,English,USA
She's So European,2013,TV-14,Comedy,Jason Winer,John R. Montgomery ,English,USA
Shiva,2013,TV-14,Action,Arvin Brown,Donald P. Bellisario ,English,USA
Shivers Down Your Spine: A Bad Heart,2013,Not Rated,Short,Mathew Kister,Tony Crumpton,English,USA
Shivers Down Your Spine: Midnight Kiss,2013,Not Rated,Short,Mathew Kister,Mathew Kister,English,USA
Shivers Down Your Spine: Shortly After Nightfall,2013,Not Rated,Short,Mathew Kister,Chuck Mittan,English,USA
Short Term 12,2013,R,Drama,Destin Daniel Cretton,Destin Daniel Cretton,English,USA
Side Effects,2013,R,Crime,Steven Soderbergh,Scott Z. Burns,"English, French",USA
Signals,2013,TV-MA,Comedy,Chris Addison,Simon Blackwell ,English,USA
Significant Others,2013,TV-PG,Comedy,Holly Dale,Andrew W. Marlowe ,English,USA
Silver Circle,2013,PG-13,Animation,Pasha Roberts,Steven Schwartz ,English,USA
Simon,2013,Not Rated,Short,Bastien Solignac,Bastien Solignac,English,USA
Sin,2013,TV-PG,Drama,John Scott,Mike Kelley ,English,USA
Sins of the Preacher,2013,TV-PG,Drama,John Stimpson,Kathryn Casey ,English,USA
Sistas: The Musical,2013,Not Rated,Musical,Kenneth Ferrone,Dorothy Marcic,English,USA
Skin,2013,TV-14,Action,Michael Offer,J.H. Wyman ,English,USA
Skin and Bones,2013,TV-PG,Crime,Michael Grossman,Christopher Murphey ,English,USA
Skinless,2013,Not Rated,Horror,Dustin Mills,Dustin Mills,English,USA
Skinwalker Ranch,2013,R,Biography,Devin McGinn,Steve Berg ,English,USA
Skywire Live with Nik Wallenda,2013,TV-PG,Documentary,Ron de Moraes,Brian Brown,English,USA
Slash,2013,R,Crime,Jack Stanis,Jack Stanis,English,USA
Slavery Out of the Shadows: Spotlight on Human Trafficking,2013,Not Rated,Documentary,Allison Smith,Allison Smith,English,USA
Sleeping with Fate,2013,Not Rated,Crime,Chris Clanton,C. Foxx Clanton,English,USA
Sleigh Bells Ring,2013,Not Rated,Short,Michael E. Brown,Michael E. Brown,English,USA
Slightly Single in L.A.,2013,Not Rated,Comedy,Christie Will,Christie Will,English,"USA, Canada"
Slug Street Scrappers: Beat Em Up,2013,Not Rated,Action,Micah Brock,Micah Brock,English,USA
Slumber Party,2013,TV-14,Drama,Robert Singer,Eric Kripke ,English,USA
Smashed,2013,TV-PG,Comedy,Mitchell Hurwitz,Mitchell Hurwitz ,English,USA
Snake and Mongoose,2013,PG-13,Sport,Wayne Holloway,Wayne Holloway,English,USA
Snakes in the Garden,2013,TV-14,Drama,Matthew Hastings,Laurie McCarthy ,English,USA
Snitch,2013,PG-13,Action,Ric Roman Waugh,Justin Haythe,"English, Spanish","USA, United Arab Emirates"
Snow Angels,2013,TV-14,Crime,Andrew Bernstein,Robert Doherty ,English,USA
Snowpiercer,2013,R,Action,Joon-ho Bong,Joon-ho Bong ,"English, Korean, Japanese, French","South Korea, Czech Republic, USA, France"
Social Nightmare,2013,TV-14,Drama,Mark Quod,Keith Allan ,English,USA
Solve for X,2013,TV-14,Crime,Jerry Levine,Robert Doherty ,English,USA
Some Kind of Ladies Man,2013,Not Rated,Short,Anthony J. Puglia,Sean S. Strain,English,USA
Some Velvet Morning,2013,Not Rated,Drama,Neil LaBute,Neil LaBute,English,USA
Somebody That I Used to Know,2013,TV-14,Drama,Debbie Allen,Shonda Rhimes ,English,USA
Something Happened,2013,TV-14,Comedy,Rob Schiller,Bob Young ,English,USA
Something New,2013,TV-14,Comedy,Pamela Fryman,Carter Bays ,English,USA
Something Old,2013,TV-14,Comedy,Pamela Fryman,Carter Bays ,"English, Spanish, Italian",USA
Sorbet,2013,TV-14,Crime,James Foley,Bryan Fuller ,English,USA
Sorry About Tomorrow,2013,Not Rated,Short,Motke Dapp,Tim Arnold ,English,USA
Sorry About Tomorrow,2013,Not Rated,Short,Motke Dapp,Tim Arnold ,English,USA
Sorry Seems to Be the Hardest Word,2013,TV-14,Drama,Jeannot Szwarc,Shonda Rhimes ,English,USA
Sound City,2013,Not Rated,Documentary,David Grohl,Mark Monroe,English,USA
Sound Equipment Seminar,2013,TV-14,Talk-Show,William Alexander,N/A,English,USA
Southern Baptist Sissies,2013,Not Rated,Drama,Del Shores,Del Shores,English,USA
Space Cadet,2013,TV-14,Animation,Pete Michels,Seth MacFarlane ,English,USA
Space Invaders,2013,TV-PG,Comedy,Joe Pennella,Dan Fogelman ,English,USA
Space Warriors,2013,PG,Adventure,Sean McNamara,Jeff Phillips ,English,USA
Spare the Rodman,2013,TV-PG,Documentary,Jairus Cobb,N/A,English,USA
Speak No Evil,2013,R,Horror,Roze,Roze,English,USA
Speak of the Devil,2013,TV-14,Drama,David Barrett,Brian K. Vaughan ,English,USA
Speechless,2013,Not Rated,Short,Joshua Michael Payne,Marina Orrson,English,USA
Spiders,2013,PG-13,Sci-Fi,Tibor Takacs,Joseph Farrugia ,English,USA
Spilt Milk,2013,TV-MA,Drama,Alfonso Gomez-Rejon,Ryan Murphy ,English,USA
Spirit of Love: The Mike Glenn Story,2013,PG,Family,Darla Rae,Darla Rae ,English,USA
Spoils of War,2013,TV-MA,Action,Mark Beesley,Jed Whedon,English,USA
Squall,2013,TV-14,Action,Thomas J. Wright,Donald P. Bellisario ,English,USA
Squall,2013,TV-14,Action,Thomas J. Wright,Donald P. Bellisario ,English,USA
Stab 9: The Real Life Sequel,2013,R,Short,Hunter Husnay,Hunter Husnay,English,USA
Stand by Me,2013,TV-14,Drama,Lance Anderson,Kevin Williamson ,English,USA
Stand Your Ground,2013,PG-13,Crime,Michael McClendon,Michael McClendon ,English,USA
Standard Deviation,2013,TV-MA,Drama,Lawrence Trilling,Michelle Ashford ,English,USA
Standing Up,2013,PG,Drama,D.J. Caruso,D.J. Caruso ,English,USA
Star Trek Into Darkness,2013,PG-13,Action,J.J. Abrams,Roberto Orci,"English, Klingon",USA
Stars & Cars,2013,G,Reality-TV,Paul Young,Ben Hedges,English,USA
State vs Queen,2013,TV-14,Action,Bethany Rooney,Greg Berlanti ,English,USA
Stay in or Bail Out,2013,TV-PG,Comedy,Eric Appel,Mark Cullen ,English,USA
Step Nine,2013,TV-14,Crime,John Polson,Robert Doherty ,English,USA
Steve Rannazzisi: Manchild,2013,TV-MA,Comedy,Ryan Polito,N/A,English,USA
Stevie Nicks: In Your Dreams,2013,Not Rated,Documentary,Stevie Nicks,N/A,English,USA
Still,2013,TV-14,Comedy,Bill Roe,Andrew W. Marlowe ,English,USA
Stoker,2013,R,Drama,Chan-wook Park,Wentworth Miller,English,"UK, USA"
Storm Rider,2013,PG,Family,Craig Clyde,Craig Clyde,English,USA
Straight A's,2013,R,Comedy,James Cox,Dave Cole ,English,USA
Strange Brew,2013,TV-14,Comedy,Bethany Rooney,Rob Thomas ,English,USA
Strange Fruit,2013,TV-14,Crime,Constantine Makris,Jeff Davis ,English,USA
Stranger Ranger,2013,TV-Y7,Action,Jonathan Brough,James W. Bates ,English,USA
Straw,2013,TV-MA,Crime,Paris Barclay,Kurt Sutter ,English,USA
Strike,2013,TV-14,Drama,Pierre Morel,Paul Scheuring ,English,USA
Stripped,2013,R,Comedy,Mark LaFleur,Andrew Caldwell,English,USA
Strippers from Another World,2013,TV-MA,Comedy,Dean McKendrick,Dean McKendrick,English,USA
Stunts for Film,2013,TV-14,Talk-Show,Ryan Colegrove,N/A,English,USA
Subtitles,2013,Not Rated,Short,Allan Duboux,Allan Duboux,English,USA
Suburban Madness,2013,R,Horror,Paul Busetti,Paul Busetti,English,"Canada, USA"
Sucker Punch,2013,TV-PG,Drama,Gregory Prange,Elizabeth Kruger ,English,USA
Sucker Punch,2013,TV-PG,Drama,Gregory Prange,Elizabeth Kruger ,English,USA
Suckin' Face,2013,Not Rated,Short,Jesse James Hennessy,Jesse James Hennessy,English,USA
Summoned,2013,PG-13,Horror,Peter Sullivan,Peter Sullivan,English,USA
Supanatural,2013,TV-14,Animation,Mark Brooks,Price Peterson,English,USA
Super Buddies,2013,G,Family,Robert Vince,Anna McRoberts,N/A,USA
Superman: Unbound,2013,PG-13,Animation,James Tucker,Bob Goodman,English,USA
Supermensch: The Legend of Shep Gordon,2013,R,Documentary,Beth Aala,N/A,English,USA
Surprise!,2013,TV-14,Comedy,Michael Lembeck,Dan Berendsen ,English,USA
Surrender,2013,TV-PG,Drama,Jennifer Getzinger,Mike Kelley ,English,USA
Survival Instincts,2013,TV-14,Action,John F. Showalter,Craig Silverstein ,English,USA
Sweetwater,2013,R,Thriller,Logan Miller,Andrew McKenzie ,English,USA
Swimming with Sharks,2013,TV-PG,Drama,James Hayman,Elizabeth Kruger ,English,USA
Switch-Up Challenge,2013,TV-PG,Family,Alex Rudzinski,Dave Boone,N/A,USA
"Sydney, Australia",2013,TV-14,Comedy,Bill D'Elia,John R. Montgomery ,English,USA
"Sydney, Australia",2013,TV-14,Comedy,Bill D'Elia,John R. Montgomery ,English,USA
Sympathy for the Devil,2013,TV-PG,Drama,Craig Shapiro,Elizabeth Kruger ,English,USA
Syrup,2013,R,Comedy,Aram Rappaport,Max Barry ,English,USA
"Take Me Home, Country Roads",2013,TV-PG,Comedy,Jeremiah S. Chechik,Leila Gerstein ,English,USA
Take the Vicuna,2013,TV-14,Comedy,Chris Eigeman,Amy Sherman-Palladino ,English,USA
Taken: The Search for Sophie Parker,2013,TV-PG,Drama,Don Michael Paul,Ellis Black,English,USA
Taking the Piss,2013,Not Rated,Comedy,Ian Snyder,Ian Snyder,English,USA
Tales from Beyond: Making the Drama,2013,Not Rated,Documentary,Kevin Herren,Kevin Herren,English,USA
Tangled Up in Blue,2013,TV-14,Drama,Chris Grismer,Julie Plec ,English,USA
Target,2013,TV-PG,Comedy,Bill Roe,Andrew W. Marlowe ,English,USA
Taxi Driver,2013,TV-14,Drama,Guy Norman Bee,Eric Kripke ,English,USA
Teach Your Children,2013,TV-14,Comedy,Jeff Melman,David Kendall ,English,USA
TechSquad,2013,Not Rated,Short,T.L. Westgate,Michelle Bretana,English,USA
TechSquad,2013,Not Rated,Short,T.L. Westgate,Michelle Bretana,English,USA
Templar Nation,2013,PG-13,Adventure,Brian Vance,Allen Johnson ,English,USA
Temptation: Confessions of a Marriage Counselor,2013,PG-13,Drama,Tyler Perry,Tyler Perry ,English,USA
Test Anxiety,2013,TV-14,Comedy,Michael Lembeck,Dan Berendsen ,English,USA
Texas Chainsaw 3D,2013,R,Horror,John Luessenhop,Adam Marcus ,English,USA
Texas Chainsaw 3D,2013,R,Horror,John Luessenhop,Adam Marcus ,English,USA
Thank You for Coming,2013,TV-MA,Drama,Jennifer Getzinger,Thomas Maier ,English,USA
The 9:04 from Pemberton,2013,TV-14,Comedy,James Widdoes,Chuck Lorre ,English,USA
The Abby,2013,TV-MA,Comedy,Michael Weaver,Tom Kapinos ,English,USA
The Appraisal,2013,Not Rated,Short,Jesse James Hennessy,Jesse James Hennessy,English,USA
The Armstrong Lie,2013,R,Documentary,Alex Gibney,Alex Gibney,English,USA
The Arrangement,2013,TV-14,Comedy,Christopher Misiano,Aaron Korsh ,English,USA
The Art of the Steal,2013,R,Comedy,Jonathan Sobol,Jonathan Sobol,English,"Canada, USA"
The Ashtray,2013,TV-14,Comedy,Pamela Fryman,Carter Bays ,English,USA
The Asset,2013,TV-PG,Action,Milan Cheylov,Stan Lee ,English,USA
The Astronaut and the Ballerina,2013,TV-14,Comedy,Daniel Palladino,Amy Sherman-Palladino ,English,USA
The Axeman Cometh,2013,TV-MA,Drama,Michael Uppendahl,Ryan Murphy ,English,USA
The B. Team,2013,TV-PG,Comedy,Mitchell Hurwitz,Mitchell Hurwitz ,English,USA
The Back Nine,2013,TV-PG,Comedy,Chris Koch,Dan Fogelman ,English,USA
The Bag or the Bat,2013,TV-MA,Crime,Allen Coulter,Ann Biderman,English,USA
The Bakersfield Expedition,2013,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
"The Banksters, Madoff with America",2013,Not Rated,Drama,Edmund Druilhet,Edmund Druilhet,English,USA
The Battle Within,2013,Not Rated,Short,Andy Santos,N/A,English,USA
The Bear and the Maiden Fair,2013,TV-MA,Adventure,Michelle MacLaren,George R.R. Martin ,English,USA
The Bell Witch Haunting,2013,Not Rated,Biography,Glenn Miller,N/A,English,USA
The Bends,2013,TV-14,Action,Kenneth Fink,J.H. Wyman ,English,USA
The Best Man Holiday,2013,R,Comedy,Malcolm D. Lee,Malcolm D. Lee,English,USA
The Better Half,2013,TV-14,Drama,Phil Abraham,Matthew Weiner ,English,USA
The Big Bust Theory,2013,TV-MA,Comedy,Dean McKendrick,N/A,English,USA
The Big Snag,2013,TV-14,Drama,Chris Fisher,D. Brent Mote ,English,USA
The Big Wedding,2013,R,Comedy,Justin Zackham,Justin Zackham ,"English, Spanish, Latin",USA
The Bit Bucket,2013,TV-14,Crime,Michael Zinberg,Robert King ,English,USA
The Bling Ring,2013,R,Biography,Sofia Coppola,Sofia Coppola,English,"USA, UK, France, Germany, Japan"
The Blood Is the Life,2013,TV-14,Drama,Steve Shill,Cole Haddon,English,USA
The Blue Umbrella,2013,G,Animation,Saschka Unseld,N/A,English,USA
The Bon Voyage Reaction,2013,TV-PG,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
