Title,Year,Rating,Genre,Director,Writer,Language,Country
De Los Muertos,2014,TV-14,Crime,Louis Shaw Milito,Anthony E. Zuiker ,English,USA
The Family,2013,R,Comedy,Luc Besson,Luc Besson ,"English, French","USA, France"
All Cheerleaders Die,2013,Not Rated,Comedy,Lucky McKee,Lucky McKee ,English,USA
Paint It Black,2014,TV-14,Crime,Lucy Liu,Robert Doherty ,English,USA
Legendary Sandwich; Pie Bros,2013,TV-PG,Animation,Luke Cormican,Will Friedle,English,USA
Let's Be Cops,2014,R,Comedy,Luke Greenfield,Luke Greenfield,English,USA
Boys of Abu Ghraib,2014,R,Drama,Luke Moran,Luke Moran,English,USA
Touchy Feely,2013,R,Drama,Lynn Shelton,Lynn Shelton,English,USA
First Date,2013,TV-14,Comedy,Lynn Shelton,Elizabeth Meriwether ,English,USA
Haunt,2013,R,Horror,Mac Carter,Andrew Barrer,English,USA
The To Do List,2013,R,Comedy,Maggie Carey,Maggie Carey ,"English, Sanskrit",USA
The Last Keepers,2013,PG-13,Family,Maggie Greenwald,Peter Hutchings,English,USA
Civilian Drones: Search and Rescue,2013,PG,Documentary,Maha Calderon,Maha Calderon,English,USA
Civilian Drones: Search and Rescue,2013,PG,Documentary,Maha Calderon,Maha Calderon,English,USA
Anniversary,2013,TV-PG,Drama,Mairzee Almas,Sherri Cooper-Landsman ,English,USA
The Calm,2014,TV-14,Drama,Mairzee Almas,Jason Rothenberg ,English,USA
Ku I Ka Pili Koko,2014,TV-14,Action,Maja Vrvilo,Roberto Orci ,English,USA
The Best Man Holiday,2013,R,Comedy,Malcolm D. Lee,Malcolm D. Lee,English,USA
Scary Movie 5,2013,PG-13,Comedy,Malcolm D. Lee,David Zucker,"English, Spanish, Latin",USA
Free Fall,2014,R,Action,Malek Akkad,Dwayne Alexander Smith,English,USA
Crush,2013,PG-13,Thriller,Malik Bader,Sonny Mallhi,English,USA
Crush,2013,PG-13,Thriller,Malik Bader,Sonny Mallhi,English,USA
The Fluffy Movie: Unity Through Laughter,2014,PG-13,Comedy,Manny Rodriguez,N/A,English,USA
Nikki Lorenzo: Work That Charm,2014,Not Rated,Short,Marc Cleary,Marc Cleary,English,USA
Brave New World,2013,TV-14,Action,Marc David Alpert,Craig Silverstein ,English,USA
Set-Up,2013,TV-14,Action,Marc David Alpert,Craig Silverstein ,English,USA
World War Z,2013,PG-13,Action,Marc Forster,Matthew Michael Carnahan ,"English, Spanish, Hebrew, Arabic","USA, Malta"
The Lives of Better Men,2014,Not Rated,Crime,Marc H. Noda,Marc H. Noda,English,USA
For All That We Are,2014,Not Rated,Drama,Marc H. Noda,Marc H. Noda,English,USA
Freeway: Crack in the System,2014,R,Documentary,Marc Levin,Marc Levin ,English,"USA, Nicaragua"
V.,2014,TV-MA,Adventure,Marc Munden,Jonathan E. Steinberg ,English,USA
VII.,2014,TV-MA,Adventure,Marc Munden,Jonathan E. Steinberg ,English,USA
The Amazing Spider-Man 2,2014,PG-13,Action,Marc Webb,Alex Kurtzman ,English,USA
The Desert,2014,TV-14,Comedy,Marco Fargnoli,Mindy Kaling ,English,USA
California Scheming,2014,R,Thriller,Marco Weber,Marco Weber,English,USA
The Fall,2013,TV-14,Crime,Marcos Siega,Kevin Williamson ,English,USA
Pilot,2013,TV-14,Crime,Marcos Siega,Kevin Williamson ,English,USA
Chapter Two,2013,TV-14,Crime,Marcos Siega,Kevin Williamson ,English,USA
Whips & Regret,2013,TV-14,Crime,Marcos Siega,Kevin Williamson ,English,USA
The Final Chapter,2013,TV-14,Crime,Marcos Siega,Kevin Williamson ,English,USA
Resurrection,2014,TV-14,Crime,Marcos Siega,Kevin Williamson ,English,USA
Family Affair,2014,TV-14,Crime,Marcos Siega,Kevin Williamson ,English,USA
The Messenger,2014,TV-14,Crime,Marcos Siega,Kevin Williamson ,English,USA
Teacher's Pet,2014,TV-14,Crime,Marcos Siega,Kevin Williamson ,English,USA
"Pete Holmes: Nice Try, the Devil!",2013,TV-14,Comedy,Marcus Raboy,N/A,English,USA
Kumail Nanjiani: Beta Male,2013,TV-MA,Comedy,Marcus Raboy,Kumail Nanjiani,English,USA
Hannibal Buress Live from Chicago,2014,TV-MA,Comedy,Marcus Raboy,N/A,English,USA
"The Girl, the Gun, & Everything",2013,Not Rated,Crime,Mario Bova,Mario Bova,English,USA
Red Sky,2014,PG-13,Action,Mario Van Peebles,Randy Arrington ,N/A,USA
Detour,2013,TV-14,Action,Mario Van Peebles,Donald P. Bellisario ,English,USA
Detour,2013,TV-14,Action,Mario Van Peebles,Donald P. Bellisario ,English,USA
It's Not Easy Being Green,2014,TV-PG,Adventure,Mario Van Peebles,Edward Kitsis ,English,USA
The Devil You Know,2013,TV-14,Drama,Marita Grabiak,Rockne S. O'Bannon ,English,USA
Christmas in the City,2013,TV-PG,Drama,Marita Grabiak,Barbara Kymlicka,English,"USA, Canada"
The Voices,2014,R,Comedy,Marjane Satrapi,Michael R. Perry,English,"USA, Germany"
Jack the Giant Killer,2013,Not Rated,Action,Mark Atkins,Mark Atkins ,English,USA
Enemies of Rome,2013,TV-MA,Action,Mark Beesley,Steven S. DeKnight,English,USA
Spoils of War,2013,TV-MA,Action,Mark Beesley,Jed Whedon,English,USA
Supanatural,2013,TV-14,Animation,Mark Brooks,Price Peterson,English,USA
Inevitability,2013,TV-14,Action,Mark C. Baldwin,Craig Silverstein ,English,USA
The Egg Salad Equivalency,2013,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Bakersfield Expedition,2013,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Spoiler Alert Segmentation,2013,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Cooper/Kripke Inversion,2013,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Tangible Affection Proof,2013,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Monster Isolation,2013,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Contractual Obligation Implementation,2013,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Tenure Turbulence,2013,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Proton Resurgence,2013,TV-PG,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Closure Alternative,2013,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Bon Voyage Reaction,2013,TV-PG,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Deception Verification,2013,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Hofstadter Insufficiency,2013,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Scavenger Vortex,2013,TV-PG,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Raiders Minimization,2013,TV-PG,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Scavenger Vortex,2013,TV-PG,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Scavenger Vortex,2013,TV-PG,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Raiders Minimization,2013,TV-PG,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Workplace Proximity,2013,TV-PG,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Romance Resonance,2013,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,"English, Klingon",USA
The Proton Displacement,2013,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Itchy Brain Simulation,2013,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Itchy Brain Simulation,2013,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Thanksgiving Decoupling,2013,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Cooper Extraction,2013,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Hesitation Ramification,2014,TV-PG,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Occupation Recalibration,2014,TV-PG,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Discovery Dissipation,2013,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Convention Conundrum,2014,TV-PG,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Locomotive Manipulation,2014,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Mommy Observation,2014,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Friendship Turbulence,2014,TV-PG,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Relationship Diremption,2014,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Anything Can Happen Recurrence,2014,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Proton Transmogrification,2014,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Status Quo Combustion,2014,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Locomotion Interruption,2014,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Junior Professor Solution,2014,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
True Trainwreck,2014,Not Rated,Drama,Mark Donnell,Mark Donnell,English,USA
True Trainwreck,2014,Not Rated,Drama,Mark Donnell,Mark Donnell,English,USA
Mind-Sifter,2014,TV-PG,Action,Mark Edward Lewis,Rick Chambers,English,USA
Black Coffee,2014,PG,Comedy,Mark Harris,Mark Harris,English,USA
Finding Hamlet,2013,Not Rated,Documentary,Mark Headley,Mark Headley ,English,USA
Colossus,2013,Not Rated,Drama,Mark Hendrickson,Mark Hendrickson,"English, Russian",USA
Can't Fight This Feeling,2013,TV-14,Drama,Mark Jackson,Shonda Rhimes ,English,USA
I Bet It Stung,2013,TV-14,Drama,Mark Jackson,Shonda Rhimes ,English,USA
The Christmas Ornament,2013,TV-G,Romance,Mark Jean,Bill Wells ,English,USA
The Christmas Ornament,2013,TV-G,Romance,Mark Jean,Bill Wells ,English,USA
Scorned,2013,R,Thriller,Mark Jones,Mark Jones,English,USA
Four Regrettings and a Funeral,2013,TV-PG,Animation,Mark Kirkland,Matt Groening ,English,USA
You Don't Have to Live Like a Referee,2014,TV-PG,Animation,Mark Kirkland,Matt Groening ,English,USA
The Kid Is All Right,2013,TV-PG,Animation,Mark Kirkland,Matt Groening ,English,USA
The Kid Is All Right,2013,TV-PG,Animation,Mark Kirkland,Matt Groening ,English,USA
Stripped,2013,R,Comedy,Mark LaFleur,Andrew Caldwell,English,USA
Battles Bouts and Brawls: The Story of Pro Wrestling in Detroit and the Surrounding Areas,2014,Not Rated,Sport,Mark Nowotarski,N/A,English,USA
Social Nightmare,2013,TV-14,Drama,Mark Quod,Keith Allan ,English,USA
Walking with the Enemy,2013,PG-13,Action,Mark Schmidt,Kenny Golde ,English,USA
Killing Season,2013,R,Action,Mark Steven Johnson,Evan Daugherty,"English, Serbian","USA, Belgium"
Killing Season,2013,R,Action,Mark Steven Johnson,Evan Daugherty,"English, Serbian","USA, Belgium"
Call It Macaroni,2014,TV-14,Action,Mark Tinker,Michael Brandt ,English,USA
8:30 PM,2014,TV-14,Action,Mark Tinker,Michael Brandt ,English,USA
Vampire Academy,2014,PG-13,Action,Mark Waters,Richelle Mead ,English,"USA, UK, Romania"
Wicked Blood,2014,Not Rated,Action,Mark Young,Mark Young,English,USA
Autumn Blood,2013,R,Drama,Markus Blunder,Stephen T. Barton,English,"Austria, USA"
Shadows the Musical,2014,Not Rated,Short,Marneen Fields,John Carvalho ,English,USA
Warrior,2014,TV-14,Drama,Martha Coolidge,Jason Ning,English,USA
After Tiller,2013,PG-13,Documentary,Martha Shane,Greg O'Toole,English,USA
Doctors Orders,2013,Not Rated,Short,Martin C Patterson,John Brackeen,English,USA
Say Anything,2014,TV-MA,Animation,Martin Cendreda,Raphael Bob-Waksberg ,English,USA
The Wolf of Wall Street,2013,R,Biography,Martin Scorsese,Terence Winter ,"English, French",USA
Take Me to the River,2014,PG,Documentary,Martin Shore,Rick Clark,English,USA
Squatters,2014,R,Drama,Martin Weisz,Justin Shilton,English,USA
Killer Holiday,2013,R,Horror,Marty Thomas,Marty Thomas ,English,USA
Jenny's Wedding,2014,PG-13,Comedy,Mary Agnes Donoghue,Mary Agnes Donoghue ,English,USA
Something to Talk About,2014,TV-PG,Comedy,Mary Lou Belli,Leila Gerstein ,English,USA
The First Date,2013,Not Rated,Short,Mason Makram,John Karsko,English,USA
The First Date,2013,Not Rated,Short,Mason Makram,John Karsko,English,USA
Blaze You Out,2013,R,Action,Mateo Frazier,Mateo Frazier,English,USA
Shivers Down Your Spine: Midnight Kiss,2013,Not Rated,Short,Mathew Kister,Mathew Kister,English,USA
Shivers Down Your Spine: A Bad Heart,2013,Not Rated,Short,Mathew Kister,Tony Crumpton,English,USA
The Eyes of Isabelle,2014,Not Rated,Horror,Mathew Kister,Mathew Kister,English,USA
Shivers Down Your Spine: Whispering Board,2014,Not Rated,Short,Mathew Kister,Tony Crumpton,English,USA
Shivers Down Your Spine: Shortly After Nightfall,2013,Not Rated,Short,Mathew Kister,Chuck Mittan,English,USA
The Prophecy of St. Clare,2013,TV-PG,Drama,Matt Barber,Rockne S. O'Bannon ,English,USA
Devil's Due,2014,R,Horror,Matt Bettinelli-Olpin,Lindsay Devlin,"English, Spanish, Latin",USA
Regret: Let the Sin Begin Part II,2013,Not Rated,Short,Matt Cooper,Matt Cooper,English,USA
The Severed Arm Re-Amputated,2013,Not Rated,Short,Matt Desiderio,Matt Desiderio ,English,USA
The Third Man,2013,TV-14,Action,Matt Earl Beesley,Nicholas Pileggi ,English,USA
Confession,2013,TV-PG,Drama,Matt Earl Beesley,Mike Kelley ,English,USA
Homecoming,2014,TV-PG,Drama,Matt Earl Beesley,Mike Kelley ,English,USA
Game of Assassins,2013,R,Action,Matt Eskandari,Adam Lawson,English,USA
Film Scoring,2013,TV-14,Talk-Show,Matt Haltuch,N/A,English,USA
Directing on a Micro Budget,2013,TV-14,Talk-Show,Matt Haltuch,N/A,English,USA
Christmas Spirit,2013,Not Rated,Short,Matt Kowalski,Chars Bonin,English,USA
Operation A&E,2014,Not Rated,Action,Matt Macedo,Matt Macedo,English,USA
Hope for Steve,2014,Not Rated,Documentary,Matt Moore,N/A,English,USA
A Resurrection,2013,R,Horror,Matt Orlando,Matt Orlando,"English, Spanish",USA
Dawn of the Planet of the Apes,2014,PG-13,Action,Matt Reeves,Mark Bomback,"English, American Sign Language",USA
West Hollywood Motel,2013,Not Rated,Comedy,Matt Riddlehoover,Matt Riddlehoover,English,USA
Je Ne Sais What?,2013,TV-14,Crime,Matt Shakman,Robert King ,English,USA
Collusion,2013,TV-PG,Drama,Matt Shakman,Mike Kelley ,English,USA
Disgrace,2014,TV-PG,Drama,Matt Shakman,Mike Kelley ,English,USA
"A Fox, a Rabbit, and a Cabbage",2014,TV-MA,Crime,Matt Shakman,Noah Hawley,English,USA
Morton's Fork,2014,TV-MA,Crime,Matt Shakman,Noah Hawley,English,USA
Bloodline,2013,R,N/A,Matt Thompson,Matt Thompson,English,USA
David Blaine: Real or Magic,2013,TV-14,Reality-TV,Matthew Akers,Matthew Akers,English,USA
David Blaine: Real or Magic,2013,TV-14,Reality-TV,Matthew Akers,Matthew Akers,English,USA
Shadow People,2013,PG-13,Thriller,Matthew Arnold,Matthew Arnold,English,USA
Week Five: Waist & Money,2013,TV-PG,Game-Show,Matthew Bartley,N/A,English,USA
Week Six: Lead by Example,2013,TV-PG,Game-Show,Matthew Bartley,N/A,English,USA
Week Eleven: Down to the Wire,2013,TV-PG,Game-Show,Matthew Bartley,N/A,English,USA
Week Ten: Make a Difference,2013,TV-PG,Game-Show,Matthew Bartley,N/A,English,USA
Episode #15.1,2013,TV-PG,Game-Show,Matthew Bartley,Dave Broome ,English,USA
Episode #15.8,2013,TV-PG,Game-Show,Matthew Bartley,N/A,English,USA
Episode #15.10,2013,TV-PG,Game-Show,Matthew Bartley,N/A,English,USA
Episode #15.11,2014,TV-PG,Game-Show,Matthew Bartley,N/A,English,USA
Episode #15.12,2014,TV-PG,Game-Show,Matthew Bartley,N/A,English,USA
Serial Nightmares,2013,Not Rated,Horror,Matthew Brooks,Matthew Brooks,English,USA
Joshua,2014,TV-MA,Comedy,Matthew Carnahan,Matthew Carnahan ,English,USA
"Dude, Where's My Husband?",2013,TV-14,Comedy,Matthew Diamond,Rob Thomas ,English,USA
Labor Pains,2013,TV-PG,Animation,Matthew Faughnan,Matt Groening ,English,USA
Fashion Film,2013,Not Rated,Short,Matthew Frost,Matthew Frost,English,USA
Alchemy,2013,TV-14,Crime,Matthew Gray Gubler,Jeff Davis ,English,USA
Gatekeeper,2013,TV-14,Crime,Matthew Gray Gubler,Jeff Davis ,English,USA
Blood Relations,2014,TV-14,Crime,Matthew Gray Gubler,Jeff Davis ,English,USA
Runaway,2013,TV-14,Drama,Matthew Hastings,D. Brent Mote ,English,USA
Snakes in the Garden,2013,TV-14,Drama,Matthew Hastings,Laurie McCarthy ,English,USA
Sidney,2014,Not Rated,Thriller,Matthew J. Senatore,Matthew J. Senatore,English,USA
Scatter My Ashes at Bergdorf's,2013,PG-13,Documentary,Matthew Miele,Matthew Miele,English,USA
Whiskey Business,2013,TV-PG,Animation,Matthew Nastuk,Matt Groening ,English,USA
Steal This Episode,2014,TV-PG,Animation,Matthew Nastuk,Matt Groening ,English,USA
Brick Like Me,2014,TV-PG,Animation,Matthew Nastuk,Matt Groening ,English,USA
What to Expect When Bart's Expecting,2014,TV-PG,Animation,Matthew Nastuk,Matt Groening ,English,USA
Kung Foolishness: Part 1,2013,Not Rated,Comedy,Matthew Page,Matthew Page ,English,USA
Kung Foolishness: Part 2,2013,Not Rated,Comedy,Matthew Page,Matthew Page ,English,USA
Breaking Board,2014,Not Rated,Comedy,Matthew Page,Matthew Page ,English,USA
Pressure Point Blank,2014,Not Rated,Comedy,Matthew Page,Matthew Page ,English,USA
Spirit Animal Odyssey,2014,Not Rated,Comedy,Matthew Page,Matthew Page ,English,USA
Role Models,2013,TV-14,Drama,Matthew Penn,Nicholas Wootton ,English,USA
The Man Who Grew Too Much,2014,TV-PG,Animation,Matthew Schofield,Matt Groening ,English,USA
Trapped in Time 3D!,2013,Not Rated,Adventure,Matthew Scott King,Matthew Scott King,English,USA
Alpha Alert,2013,R,Thriller,Matthew Thompson,Scott Bolger,English,"UK, USA"
H8R,2014,Not Rated,Comedy,Matthew Walker,Matthew Walker,English,USA
Crowd Work,2014,Not Rated,Comedy,Matthew Walker,Mike Muratore,English,USA
Are You Here,2013,R,Comedy,Matthew Weiner,Matthew Weiner,English,USA
In Care Of,2013,TV-14,Drama,Matthew Weiner,Matthew Weiner ,English,USA
Waterloo,2014,TV-14,Drama,Matthew Weiner,Matthew Weiner ,English,USA
Alien Abduction,2014,Not Rated,Horror,Matty Beckerman,Robert Lewis,English,USA
As Cool as I Am,2013,R,Comedy,Max Mayer,Pete Fromm ,English,USA
Two Night Stand,2014,R,Comedy,Max Nichols,Mark Hammer,English,USA
Cooler,2013,TV-14,Comedy,Max Winkler,Elizabeth Meriwether ,English,USA
Winston's Birthday,2013,TV-14,Comedy,Max Winkler,Elizabeth Meriwether ,English,USA
Bachelor Night,2014,Not Rated,Comedy,Maximilian Elfeldt,Maximilian Elfeldt ,English,USA
Infinitely Polar Bear,2014,R,Comedy,Maya Forbes,Maya Forbes,English,USA
3 Days to Kill,2014,PG-13,Action,McG,Adi Hasak ,"English, French, German, Serbian","USA, France, Greece, Russia"
Lucky Them,2013,R,Drama,Megan Griffiths,Huck Botko ,English,USA
Can't Hardly Wait,2013,TV-14,Comedy,Melissa Joan Hart,Bob Young ,English,USA
Slug Street Scrappers: Beat Em Up,2013,Not Rated,Action,Micah Brock,Micah Brock,English,USA
No Exit,2014,TV-14,Drama,Michael A. Allowitz,Kevin Williamson ,English,"USA, Mexico"
Cymbeline,2014,R,Drama,Michael Almereyda,Michael Almereyda ,English,USA
Catherine,2013,TV-MA,Drama,Michael Apted,Michelle Ashford ,English,USA
Love and Marriage,2013,TV-MA,Drama,Michael Apted,Michelle Ashford ,English,USA
Same Exactly,2013,TV-MA,Crime,Michael Apted,Ann Biderman,English,USA
Parallax,2014,TV-MA,Drama,Michael Apted,Michelle Ashford ,English,USA
Kyrie Eleison,2014,TV-MA,Drama,Michael Apted,Michelle Ashford ,English,USA
Fight,2014,TV-MA,Drama,Michael Apted,Michelle Ashford ,English,USA
"Mirror, Mirror",2014,TV-MA,Drama,Michael Apted,Thomas Maier ,English,USA
Pain & Gain,2013,R,Action,Michael Bay,Christopher Markus ,English,USA
Transformers: Age of Extinction,2014,PG-13,Action,Michael Bay,Ehren Kruger,English,"USA, China"
Blaken,2013,TV-14,Comedy,Michael Blieden,Rob Corddry ,English,USA
My Friend Falcon,2013,TV-14,Comedy,Michael Blieden,Jonathan Stern,"English, Swedish",USA
Viral,2013,TV-14,Action,Michael Brandt,Michael Brandt ,English,USA
Every Silver Lining...,2013,TV-MA,Crime,Michael C. Hall,James Manos Jr. ,English,USA
Gabrielle,2013,Not Rated,N/A,Michael Conroy,Michael Conroy,English,USA
Kill the Messenger,2014,R,Biography,Michael Cuesta,Peter Landesman,English,USA
My Heart Dies Silently,2013,Not Rated,Short,Michael D. Walters,Michael D. Walters,English,USA
A Crazy Country Christmas,2014,Not Rated,Short,Michael David Bellamy,Machael Bellamy,English,USA
"Max Anderson, Private Eye",2013,Not Rated,Comedy,Michael DeSanto,Michael DeSanto,English,USA
David Spade: My Fake Problems,2014,TV-MA,Comedy,Michael Dimich,N/A,English,USA
Race To Space,2013,TV-MA,Drama,Michael Dinner,Michelle Ashford ,English,USA
A Murder of Crowes,2014,TV-MA,Action,Michael Dinner,Graham Yost ,English,USA
Manhigh,2013,TV-MA,Drama,Michael Dinner,Michelle Ashford ,English,USA
Asterion,2014,TV-MA,Drama,Michael Dinner,Thomas Maier ,English,USA
Wrong Roads,2014,TV-MA,Action,Michael Dinner,Graham Yost ,English,USA
This Thing with Sarah,2013,Not Rated,Comedy,Michael Doneger,Michael Doneger ,English,USA
Sleigh Bells Ring,2013,Not Rated,Short,Michael E. Brown,Michael E. Brown,English,USA
The Grove,2014,TV-14,Drama,Michael Edison Satrazemis,Frank Darabont ,English,USA
Dirty Jobs,2014,TV-MA,Drama,Michael Engler,Michelle Ashford ,English,USA
The Nightmare Nanny,2013,TV-14,Drama,Michael Feifer,Roger Stigliano,English,USA
Lucky Dog,2014,PG,Family,Michael Feifer,Michael Feifer,English,USA
The Long and Winding Road Not Taken,2013,TV-14,Comedy,Michael Fields,Candace Bushnell ,English,USA
Skin and Bones,2013,TV-PG,Crime,Michael Grossman,Christopher Murphey ,English,USA
Dead End,2013,Not Rated,Short,Michael Guerra,Michael Guerra,English,USA
The Best of Me,2014,PG-13,Drama,Michael Hoffman,J. Mills Goodloe ,English,USA
James Bond 007 Vs. The Joker,2013,Not Rated,Animation,Michael Horvath,Michael Horvath ,English,USA
Obsession,2013,Not Rated,Short,Michael Horvath,Michael Horvath,English,USA
Decimation,2013,TV-MA,Action,Michael Hurst,Seamus Kevin Fahey,English,USA
The Dead and the Dying,2013,TV-MA,Action,Michael Hurst,Jeffrey Bell,English,USA
The Fortress,2013,TV-14,Comedy,Michael J. Shea,Carter Bays ,"English, French",USA
The Ultimate Life,2013,PG,Drama,Michael Landon Jr.,Brian Bird ,English,USA
The Gathering,2013,TV-14,Crime,Michael Lange,Jeff Davis ,English,USA
In the Blood,2013,TV-14,Crime,Michael Lange,Jeff Davis ,English,USA
Win at All Costas,2013,TV-PG,Comedy,Michael Lehmann,Scott Silveri ,English,USA
The Name Game,2013,TV-MA,Drama,Michael Lehmann,Ryan Murphy ,English,USA
Double Down,2013,TV-PG,Comedy,Michael Lehmann,Scott Silveri ,English,USA
Double Down,2013,TV-PG,Comedy,Michael Lehmann,Scott Silveri ,English,USA
